No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Type,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation
1012,NH CHE V NE Wide,145.19,144.59,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1013,NH CHE V NH SW,145.19,144.59,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1014,NH CHE V Parrot,145.19,144.59,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1015,NH CHE V Reg N,145.19,144.59,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1016,NH CHE V TAC310,145.19,144.59,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1017,NH CHE V TAC311,145.19,144.59,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1018,NH CHE V World,145.19,144.59,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1019,NH CHE V WW Eng,145.19,144.59,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,9,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1020,NH CLA V Local,145.25,144.65,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1021,NH CLA V N East,145.25,144.65,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1022,NH CLA V NA,145.25,144.65,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1023,NH CLA V NE Wide,145.25,144.65,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1024,NH CLA V NH SW,145.25,144.65,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1025,NH CLA V Parrot,145.25,144.65,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1026,NH CLA V Reg N,145.25,144.65,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1027,NH CLA V TAC310,145.25,144.65,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1028,NH CLA V TAC311,145.25,144.65,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1029,NH CLA V VT SW,145.25,144.65,D-Digital,High,12.5K,Off,Off,VT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1030,NH CLA V World,145.25,144.65,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1031,NH CLA V WW Eng,145.25,144.65,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1032,NH CON V Local,145.42,144.82,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1033,NH CON V N East,145.42,144.82,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1034,NH CON V NA,145.42,144.82,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1035,NH CON V NE Wide,145.42,144.82,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1036,NH CON V NH SW,145.42,144.82,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1037,NH CON V Parrot,145.42,144.82,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1038,NH CON V Reg N,145.42,144.82,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1039,NH CON V TAC310,145.42,144.82,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1040,NH CON V TAC311,145.42,144.82,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1041,NH CON V World,145.42,144.82,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1042,NH CON V WW Eng,145.42,144.82,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1043,NH DER V Local,145.31,144.71,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1044,NH DER V N East,145.31,144.71,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1045,NH DER V NA,145.31,144.71,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1046,NH DER V NE Wide,145.31,144.71,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1047,NH DER V NH SW,145.31,144.71,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1048,NH DER V Parrot,145.31,144.71,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1049,NH DER V Reg N,145.31,144.71,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1050,NH DER V TAC310,145.31,144.71,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1051,NH DER V TAC311,145.31,144.71,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1052,NH DER V World,145.31,144.71,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1053,NH DER V WW Eng,145.31,144.71,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1054,NH GIL U LCL9,449.425,444.425,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1055,NH GIL U NA,449.425,444.425,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1056,NH GIL U N-E-W,449.425,444.425,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1057,NH GIL U NH SW,449.425,444.425,D-Digital,Mid,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1058,NH GIL U NorEast,449.425,444.425,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1059,NH GIL U Parrot,449.425,444.425,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1060,NH GIL U Reg N,449.425,444.425,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1061,NH GIL U TAC310,449.425,444.425,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1062,NH GIL U TAC311,449.425,444.425,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1063,NH GIL U TAC317,449.425,444.425,D-Digital,High,12.5K,Off,Off,TAC 314,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1064,NH GIL U WW,449.425,444.425,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1065,NH GIL U WW Eng,449.425,444.425,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1066,NH GIL V LCL9,145.36,144.76,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1067,NH GIL V NA,145.36,144.76,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1068,NH GIL V N-E-W,145.36,144.76,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1069,NH GIL V NH SW,145.36,144.76,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1070,NH GIL V NorEast,145.36,144.76,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1071,NH GIL V Parrot,145.36,144.76,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1072,NH GIL V Reg N,145.36,144.76,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1073,NH GIL V TAC310,145.36,144.76,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1074,NH GIL V TAC311,145.36,144.76,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1075,NH GIL V WW,145.36,144.76,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1076,NH GIL V WW Eng,145.36,144.76,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1077,NH GOF U Local,444.3,449.3,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1078,NH GOF U N East,444.3,449.3,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1079,NH GOF U NA,444.3,449.3,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1080,NH GOF U NE Wide,444.3,449.3,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1081,NH GOF U NH SW,444.3,449.3,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1082,NH GOF U Parrot,444.3,449.3,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1083,NH GOF U Reg N,444.3,449.3,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1084,NH GOF U TAC310,444.3,449.3,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1085,NH GOF U TAC311,444.3,449.3,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1086,NH GOF U World,444.3,449.3,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1087,NH GOF U WW Eng,444.3,449.3,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1088,NH GOF V Local,145.22,144.62,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1089,NH GOF V N East,145.22,144.62,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1090,NH GOF V NA,145.22,144.62,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1091,NH GOF V NE Wide,145.22,144.62,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1092,NH GOF V NH SW,145.22,144.62,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1093,NH GOF V Parrot,145.22,144.62,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1094,NH GOF V Reg N,145.22,144.62,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1095,NH GOF V TAC310,145.22,144.62,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1096,NH GOF V TAC311,145.22,144.62,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1097,NH GOF V World,145.22,144.62,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1098,NH GOF V WW Eng,145.22,144.62,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1099,NH HMP U Local,449.475,444.475,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1100,NH HMP U MA SW,449.475,444.475,D-Digital,High,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1101,NH HMP U ME SW,449.475,444.475,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1102,NH HMP U N East,449.475,444.475,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1103,NH HMP U NA,449.475,444.475,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1104,NH HMP U NE Wide,449.475,444.475,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
